TIMESTAMP,LONGITUDE,LATITUDE,MMSI,HEADING,RATE_OF_TURN,SPEED,STATUS
2018-05-14 18:04:00,4.271833419799805,51.87966537475586,269057378,,-731.386474609375,0.0,0
2018-05-14 18:04:00,3.7287182807922363,51.94013595581055,538002648,354,0.0,0.5,0
2018-05-14 18:04:00,5.03077507019043,51.96901321411133,244780451,,-731.386474609375,8.600000381469727,0
2018-05-14 18:04:00,4.414673328399658,51.912803649902344,244660819,,-731.386474609375,0.10000000149011612,0
2018-05-14 18:04:00,4.309321880340576,51.87343978881836,211520770,,-731.386474609375,0.0,0
2018-05-14 18:03:59,4.69430685043335,51.82358169555664,244700479,,-731.386474609375,0.0,0
2018-05-14 18:03:59,4.495331764221191,51.69432830810547,244730565,,-731.386474609375,10.300000190734863,0
2018-05-14 18:03:59,4.266455173492432,51.88066101074219,244010774,,-731.386474609375,0.0,0
2018-05-14 18:03:58,5.062983512878418,51.991615295410156,244660836,,-731.386474609375,8.600000381469727,0
2018-05-14 18:03:58,4.417771816253662,51.91200637817383,269057259,,-731.386474609375,0.0,5
2018-05-14 18:03:58,5.11281156539917,52.03593444824219,205245890,,-731.386474609375,0.0,0
2018-05-14 18:03:58,4.363239765167236,51.8983268737793,211441150,,-731.386474609375,8.300000190734863,0
2018-05-14 18:03:58,4.367273330688477,51.892208099365234,244780962,,-731.386474609375,0.0,0
2018-05-14 18:03:58,4.416971683502197,51.8852653503418,244620087,,-731.386474609375,0.0,0
2018-05-14 18:03:58,4.646420001983643,51.7960090637207,205503990,273,0.0,0.0,0
2018-05-14 18:03:58,4.41164493560791,51.69261169433594,205371190,,-731.386474609375,7.599999904632568,0
2018-05-14 18:03:58,4.346960067749023,51.88835144042969,244670246,,-731.386474609375,0.0,8
2018-05-14 18:03:57,4.129129886627197,51.96324920654297,244700991,,-731.386474609375,8.100000381469727,0
2018-05-14 18:03:57,4.270778179168701,51.88016128540039,244630033,,-731.386474609375,0.0,0
2018-05-14 18:03:57,5.022894859313965,52.27693176269531,244690695,,-731.386474609375,0.0,0
2018-05-14 18:03:57,5.108528137207031,52.01089096069336,244710284,,-731.386474609375,0.0,0
2018-05-14 18:03:57,4.268688201904297,51.879722595214844,244700668,,-731.386474609375,0.0,0
2018-05-14 18:03:57,4.311758518218994,51.8718147277832,244615886,,-731.386474609375,0.0,0
2018-05-14 18:03:56,4.398705005645752,51.88895797729492,538005991,18,0.0,0.5,0
2018-05-14 18:03:56,4.3114333152771,51.87138748168945,211627300,,-731.386474609375,0.0,0
2018-05-14 18:03:56,4.629761695861816,51.78807067871094,244740881,,-731.386474609375,0.0,0
2018-05-14 18:03:56,5.021824836730957,52.29130554199219,244820369,358,0.0,8.399999618530273,0
